Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version (YYYY),Sub-Category 1,Sub-Category 2,Sub-Category 3
ne_10m_rivers_lake_centerlines_scale_rank.dbf,inputs,shapefiles,,,.dbf,28112364,,NaturalEarth,natural_earth,
ne_110m_wgs84_bounding_box.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_bathymetry_C_8000.shx,inputs,shapefiles,,,.shx,220,,NaturalEarth,natural_earth,
ne_10m_bathymetry_E_6000.dbf,inputs,shapefiles,,,.dbf,16280,,NaturalEarth,natural_earth,
ne_10m_graticules_30.README.html,inputs,shapefiles,,,.html,26727,,NaturalEarth,natural_earth,
ne_10m_lakes.shx,inputs,shapefiles,,,.shx,10932,,NaturalEarth,natural_earth,
ne_10m_bathymetry_E_6000.shp,inputs,shapefiles,,,.shp,660472,,NaturalEarth,natural_earth,
ne_10m_geography_regions_elevation_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_graticules_15.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_graticules_20.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_graticules_30.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_geography_marine_polys.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_minor_islands_label_points.README.html,inputs,shapefiles,,,.html,24169,,NaturalEarth,natural_earth,
ne_110m_geographic_lines.shp,inputs,shapefiles,,,.shp,38836,,NaturalEarth,natural_earth,
ne_10m_graticules_15.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_rivers_europe.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.shx,inputs,shapefiles,,,.shx,1380,,NaturalEarth,natural_earth,
ne_10m_bathymetry_I_2000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_30.shp,inputs,shapefiles,,,.shp,129964,,NaturalEarth,natural_earth,
ne_10m_land_ocean_seams.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_glaciated_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_ocean_scale_rank.shp,inputs,shapefiles,,,.shp,7259176,,NaturalEarth,natural_earth,
ne_50m_geography_marine_polys.shx,inputs,shapefiles,,,.shx,1052,,NaturalEarth,natural_earth,
ne_10m_bathymetry_E_6000.shx,inputs,shapefiles,,,.shx,4268,,NaturalEarth,natural_earth,
ne_110m_graticules_20.README.html,inputs,shapefiles,,,.html,26636,,NaturalEarth,natural_earth,
ne_10m_rivers_europe.dbf,inputs,shapefiles,,,.dbf,8810954,,NaturalEarth,natural_earth,
ne_10m_graticules_1.README.html,inputs,shapefiles,,,.html,26727,,NaturalEarth,natural_earth,
ne_50m_wgs84_bounding_box.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_coastline.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_playas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_coastline.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_110m_lakes.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_lakes_europe.shp,inputs,shapefiles,,,.shp,331032,,NaturalEarth,natural_earth,
ne_10m_bathymetry_H_3000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_graticules_30.README.html,inputs,shapefiles,,,.html,26636,,NaturalEarth,natural_earth,
ne_10m_geographic_lines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_land_ocean_seams.shp,inputs,shapefiles,,,.shp,120484,,NaturalEarth,natural_earth,
ne_10m_bathymetry_D_7000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_wgs84_bounding_box.README.html,inputs,shapefiles,,,.html,26636,,NaturalEarth,natural_earth,
ne_10m_bathymetry_H_3000.shp,inputs,shapefiles,,,.shp,5805940,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.dbf,inputs,shapefiles,,,.dbf,129019,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.dbf,inputs,shapefiles,,,.dbf,1069706,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines.shp,inputs,shapefiles,,,.shp,437920,,NaturalEarth,natural_earth,
ne_50m_ocean.dbf,inputs,shapefiles,,,.dbf,176,,NaturalEarth,natural_earth,
ne_50m_ocean.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_50m_lakes.shx,inputs,shapefiles,,,.shx,2300,,NaturalEarth,natural_earth,
ne_10m_bathymetry_F_5000.shx,inputs,shapefiles,,,.shx,14996,,NaturalEarth,natural_earth,
ne_10m_bathymetry_D_7000.shx,inputs,shapefiles,,,.shx,572,,NaturalEarth,natural_earth,
ne_10m_bathymetry_A_10000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_lakes_historic.shp,inputs,shapefiles,,,.shp,16756,,NaturalEarth,natural_earth,
ne_110m_coastline.dbf,inputs,shapefiles,,,.dbf,3747,,NaturalEarth,natural_earth,
ne_10m_minor_islands.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_lines.shx,inputs,shapefiles,,,.shx,892,,NaturalEarth,natural_earth,
ne_50m_lakes_historic.README.html,inputs,shapefiles,,,.html,23178,,NaturalEarth,natural_earth,
ne_10m_lakes_europe.dbf,inputs,shapefiles,,,.dbf,4694523,,NaturalEarth,natural_earth,
ne_10m_land.dbf,inputs,shapefiles,,,.dbf,330,,NaturalEarth,natural_earth,
ne_10m_graticules_5.shp,inputs,shapefiles,,,.shp,906364,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_polys.README.html,inputs,shapefiles,,,.html,23872,,NaturalEarth,natural_earth,
ne_10m_reefs.shx,inputs,shapefiles,,,.shx,8444,,NaturalEarth,natural_earth,
ne_50m_geography_marine_polys.README.html,inputs,shapefiles,,,.html,237512,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_lines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_land.shp,inputs,shapefiles,,,.shp,6589552,,NaturalEarth,natural_earth,
ne_10m_bathymetry_G_4000.dbf,inputs,shapefiles,,,.dbf,76029,,NaturalEarth,natural_earth,
ne_110m_graticules_10.README.html,inputs,shapefiles,,,.html,26636,,NaturalEarth,natural_earth,
ne_10m_playas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines_scale_rank.shx,inputs,shapefiles,,,.shx,13036,,NaturalEarth,natural_earth,
ne_50m_graticules_10.dbf,inputs,shapefiles,,,.dbf,1836,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_lines.dbf,inputs,shapefiles,,,.dbf,4980,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.dbf,inputs,shapefiles,,,.dbf,7969,,NaturalEarth,natural_earth,
ne_10m_bathymetry_H_3000.shx,inputs,shapefiles,,,.shx,5468,,NaturalEarth,natural_earth,
ne_110m_ocean.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_minor_islands.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_graticules_5.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_bathymetry_D_7000.shp,inputs,shapefiles,,,.shp,64556,,NaturalEarth,natural_earth,
ne_110m_geography_regions_polys.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_graticules_30.shx,inputs,shapefiles,,,.shx,236,,NaturalEarth,natural_earth,
ne_10m_minor_islands.shx,inputs,shapefiles,,,.shx,22460,,NaturalEarth,natural_earth,
ne_50m_glaciated_areas.shx,inputs,shapefiles,,,.shx,3116,,NaturalEarth,natural_earth,
ne_10m_bathymetry_H_3000.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_minor_islands_label_points.shp,inputs,shapefiles,,,.shp,76764,,NaturalEarth,natural_earth,
ne_10m_land.shx,inputs,shapefiles,,,.shx,180,,NaturalEarth,natural_earth,
ne_10m_lakes_historic.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_geography_regions_elevation_points.dbf,inputs,shapefiles,,,.dbf,4781335,,NaturalEarth,natural_earth,
ne_10m_bathymetry_F_5000.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_graticules_30.shx,inputs,shapefiles,,,.shx,236,,NaturalEarth,natural_earth,
ne_110m_wgs84_bounding_box.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_graticules_15.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_graticules_15.shx,inputs,shapefiles,,,.shx,380,,NaturalEarth,natural_earth,
ne_110m_glaciated_areas.README.html,inputs,shapefiles,,,.html,22076,,NaturalEarth,natural_earth,
ne_50m_graticules_1.dbf,inputs,shapefiles,,,.dbf,16902,,NaturalEarth,natural_earth,
ne_10m_bathymetry_B_9000.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_geography_regions_polys.dbf,inputs,shapefiles,,,.dbf,3398788,,NaturalEarth,natural_earth,
ne_110m_graticules_5.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.shp,inputs,shapefiles,,,.shp,632,,NaturalEarth,natural_earth,
ne_10m_land_ocean_seams.shx,inputs,shapefiles,,,.shx,740,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines.dbf,inputs,shapefiles,,,.dbf,3028082,,NaturalEarth,natural_earth,
ne_50m_geography_marine_polys.shp,inputs,shapefiles,,,.shp,724652,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_land.README.html,inputs,shapefiles,,,.html,22761,,NaturalEarth,natural_earth,
ne_10m_minor_islands_coastline.dbf,inputs,shapefiles,,,.dbf,134438,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.README.html,inputs,shapefiles,,,.html,25839,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines_scale_rank.dbf,inputs,shapefiles,,,.dbf,10621578,,NaturalEarth,natural_earth,
ne_10m_land_ocean_seams.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_geographic_lines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_lakes_historic.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_geography_marine_polys.shx,inputs,shapefiles,,,.shx,2556,,NaturalEarth,natural_earth,
ne_10m_lakes_north_america.shp,inputs,shapefiles,,,.shp,573424,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_lines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_ocean_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_graticules_5.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_bathymetry_F_5000.dbf,inputs,shapefiles,,,.dbf,82057,,NaturalEarth,natural_earth,
ne_50m_graticules_15.shp,inputs,shapefiles,,,.shp,276028,,NaturalEarth,natural_earth,
ne_10m_wgs84_bounding_box.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_polys.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_graticules_10.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_20.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_bathymetry_G_4000.shx,inputs,shapefiles,,,.shx,13900,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.README.html,inputs,shapefiles,,,.html,23872,,NaturalEarth,natural_earth,
ne_50m_graticules_30.dbf,inputs,shapefiles,,,.dbf,922,,NaturalEarth,natural_earth,
ne_50m_coastline.shp,inputs,shapefiles,,,.shp,1046728,,NaturalEarth,natural_earth,
ne_10m_ocean_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_lakes.shp,inputs,shapefiles,,,.shp,9324,,NaturalEarth,natural_earth,
ne_10m_bathymetry_A_10000.README.html,inputs,shapefiles,,,.html,30890,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_glaciated_areas.README.html,inputs,shapefiles,,,.html,23044,,NaturalEarth,natural_earth,
ne_110m_coastline.shp,inputs,shapefiles,,,.shp,89652,,NaturalEarth,natural_earth,
ne_110m_rivers_lake_centerlines.README.html,inputs,shapefiles,,,.html,25254,,NaturalEarth,natural_earth,
ne_110m_ocean.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_rivers_lake_centerlines.shx,inputs,shapefiles,,,.shx,204,,NaturalEarth,natural_earth,
ne_50m_lakes.dbf,inputs,shapefiles,,,.dbf,1882979,,NaturalEarth,natural_earth,
ne_50m_lakes.README.html,inputs,shapefiles,,,.html,23178,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_polys.shp,inputs,shapefiles,,,.shp,364308,,NaturalEarth,natural_earth,
ne_110m_ocean.shp,inputs,shapefiles,,,.shp,84804,,NaturalEarth,natural_earth,
ne_10m_wgs84_bounding_box.dbf,inputs,shapefiles,,,.dbf,140,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines.shp,inputs,shapefiles,,,.shp,4187664,,NaturalEarth,natural_earth,
ne_10m_bathymetry_L_0.shp,inputs,shapefiles,,,.shp,6682312,,NaturalEarth,natural_earth,
ne_110m_geography_regions_points.shx,inputs,shapefiles,,,.shx,124,,NaturalEarth,natural_earth,
ne_110m_glaciated_areas.shp,inputs,shapefiles,,,.shp,13952,,NaturalEarth,natural_earth,
ne_50m_geography_marine_polys.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_polys.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_20.shx,inputs,shapefiles,,,.shx,316,,NaturalEarth,natural_earth,
ne_10m_lakes_historic.README.html,inputs,shapefiles,,,.html,31725,,NaturalEarth,natural_earth,
ne_110m_graticules_20.shp,inputs,shapefiles,,,.shp,214588,,NaturalEarth,natural_earth,
ne_10m_bathymetry_L_0.shx,inputs,shapefiles,,,.shx,276,,NaturalEarth,natural_earth,
ne_50m_geography_regions_polys.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_rivers_north_america.README.html,inputs,shapefiles,,,.html,33397,,NaturalEarth,natural_earth,
ne_50m_lakes.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_geography_regions_points.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_wgs84_bounding_box.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_geography_regions_elevation_points.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines_scale_rank.shp,inputs,shapefiles,,,.shp,4383552,,NaturalEarth,natural_earth,
ne_110m_geographic_lines.README.html,inputs,shapefiles,,,.html,21911,,NaturalEarth,natural_earth,
ne_10m_ocean_scale_rank.dbf,inputs,shapefiles,,,.dbf,306,,NaturalEarth,natural_earth,
ne_50m_graticules_30.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_geography_regions_elevation_points.shx,inputs,shapefiles,,,.shx,5788,,NaturalEarth,natural_earth,
ne_50m_glaciated_areas.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_graticules_5.README.html,inputs,shapefiles,,,.html,26636,,NaturalEarth,natural_earth,
ne_50m_graticules_10.shx,inputs,shapefiles,,,.shx,524,,NaturalEarth,natural_earth,
ne_110m_graticules_1.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_graticules_20.README.html,inputs,shapefiles,,,.html,26727,,NaturalEarth,natural_earth,
ne_110m_geography_marine_polys.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_bathymetry_C_8000.dbf,inputs,shapefiles,,,.dbf,789,,NaturalEarth,natural_earth,
ne_10m_geographic_lines.dbf,inputs,shapefiles,,,.dbf,36552,,NaturalEarth,natural_earth,
ne_10m_lakes.README.html,inputs,shapefiles,,,.html,31725,,NaturalEarth,natural_earth,
ne_10m_lakes_north_america.dbf,inputs,shapefiles,,,.dbf,7499890,,NaturalEarth,natural_earth,
ne_110m_geography_regions_points.shp,inputs,shapefiles,,,.shp,184,,NaturalEarth,natural_earth,
ne_110m_geography_marine_polys.shp,inputs,shapefiles,,,.shp,354060,,NaturalEarth,natural_earth,
ne_50m_coastline.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_graticules_15.dbf,inputs,shapefiles,,,.dbf,1278,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_polys.shx,inputs,shapefiles,,,.shx,1372,,NaturalEarth,natural_earth,
ne_50m_graticules_1.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_lakes.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_graticules_5.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_geography_marine_polys.dbf,inputs,shapefiles,,,.dbf,769235,,NaturalEarth,natural_earth,
ne_110m_graticules_1.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_minor_islands_label_points.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_rivers_europe.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_geographic_lines.dbf,inputs,shapefiles,,,.dbf,36552,,NaturalEarth,natural_earth,
ne_10m_reefs.README.html,inputs,shapefiles,,,.html,21848,,NaturalEarth,natural_earth,
ne_10m_lakes_europe.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_land.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_geography_regions_points.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_bathymetry_J_1000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_rivers_lake_centerlines.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_geography_regions_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_graticules_20.shp,inputs,shapefiles,,,.shp,214588,,NaturalEarth,natural_earth,
ne_110m_ocean.shx,inputs,shapefiles,,,.shx,116,,NaturalEarth,natural_earth,
ne_110m_coastline.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_bathymetry_C_8000.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_graticules_15.dbf,inputs,shapefiles,,,.dbf,1278,,NaturalEarth,natural_earth,
ne_10m_lakes_europe.shx,inputs,shapefiles,,,.shx,6236,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_50m_glaciated_areas.dbf,inputs,shapefiles,,,.dbf,18602,,NaturalEarth,natural_earth,
ne_10m_bathymetry_B_9000.README.html,inputs,shapefiles,,,.html,30890,,NaturalEarth,natural_earth,
ne_50m_geography_regions_polys.shp,inputs,shapefiles,,,.shp,2244684,,NaturalEarth,natural_earth,
ne_10m_lakes_north_america.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_rivers_lake_centerlines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.shp,inputs,shapefiles,,,.shp,4636,,NaturalEarth,natural_earth,
ne_10m_glaciated_areas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_geography_marine_polys.dbf,inputs,shapefiles,,,.dbf,1982775,,NaturalEarth,natural_earth,
ne_50m_graticules_5.shx,inputs,shapefiles,,,.shx,956,,NaturalEarth,natural_earth,
ne_10m_bathymetry_K_200.shx,inputs,shapefiles,,,.shx,4260,,NaturalEarth,natural_earth,
ne_10m_glaciated_areas.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_bathymetry_F_5000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_graticules_10.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_bathymetry_E_6000.README.html,inputs,shapefiles,,,.html,30890,,NaturalEarth,natural_earth,
ne_10m_bathymetry_G_4000.shp,inputs,shapefiles,,,.shp,8252612,,NaturalEarth,natural_earth,
ne_10m_graticules_15.shx,inputs,shapefiles,,,.shx,380,,NaturalEarth,natural_earth,
ne_10m_bathymetry_B_9000.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_land_ocean_label_points.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_geography_regions_polys.shx,inputs,shapefiles,,,.shx,8476,,NaturalEarth,natural_earth,
ne_10m_glaciated_areas.shp,inputs,shapefiles,,,.shp,3938340,,NaturalEarth,natural_earth,
ne_10m_bathymetry_A_10000.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_bathymetry_K_200.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_bathymetry_L_0.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_reefs.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_geography_regions_elevation_points.shp,inputs,shapefiles,,,.shp,2508,,NaturalEarth,natural_earth,
ne_10m_lakes_pluvial.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_geography_regions_polys.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_graticules_1.shx,inputs,shapefiles,,,.shx,4412,,NaturalEarth,natural_earth,
ne_50m_graticules_5.README.html,inputs,shapefiles,,,.html,26697,,NaturalEarth,natural_earth,
ne_50m_graticules_1.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_lakes_north_america.shx,inputs,shapefiles,,,.shx,9700,,NaturalEarth,natural_earth,
ne_110m_graticules_10.dbf,inputs,shapefiles,,,.dbf,1836,,NaturalEarth,natural_earth,
ne_110m_graticules_30.dbf,inputs,shapefiles,,,.dbf,922,,NaturalEarth,natural_earth,
ne_50m_geography_regions_elevation_points.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_bathymetry_B_9000.dbf,inputs,shapefiles,,,.dbf,1097,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines_scale_rank.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_bathymetry_L_0.dbf,inputs,shapefiles,,,.dbf,1163,,NaturalEarth,natural_earth,
ne_110m_coastline.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_15.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_geographic_lines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_playas.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_graticules_5.README.html,inputs,shapefiles,,,.html,26727,,NaturalEarth,natural_earth,
ne_10m_bathymetry_J_1000.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_minor_islands.dbf,inputs,shapefiles,,,.dbf,137085,,NaturalEarth,natural_earth,
ne_110m_graticules_10.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_playas.shx,inputs,shapefiles,,,.shx,676,,NaturalEarth,natural_earth,
ne_10m_land_ocean_label_points.shp,inputs,shapefiles,,,.shp,115180,,NaturalEarth,natural_earth,
ne_10m_geography_marine_polys.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_glaciated_areas.dbf,inputs,shapefiles,,,.dbf,668,,NaturalEarth,natural_earth,
ne_50m_land.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_geographic_lines.shx,inputs,shapefiles,,,.shx,148,,NaturalEarth,natural_earth,
ne_10m_rivers_lake_centerlines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_coastline.shx,inputs,shapefiles,,,.shx,1172,,NaturalEarth,natural_earth,
ne_110m_ocean.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_20.dbf,inputs,shapefiles,,,.dbf,1332,,NaturalEarth,natural_earth,
ne_10m_graticules_20.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_lakes_europe.README.html,inputs,shapefiles,,,.html,31725,,NaturalEarth,natural_earth,
ne_10m_ocean.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_playas.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_land_ocean_label_points.dbf,inputs,shapefiles,,,.dbf,201520,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_bathymetry_J_1000.shp,inputs,shapefiles,,,.shp,1739048,,NaturalEarth,natural_earth,
ne_10m_bathymetry_I_2000.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_graticules_20.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
