Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,Category,Sub-Category,Dataset,File Size (Bytes),Version
oro_data_ls.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,25721296,
oro_data_ls.tile1.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,3049936,
oro_data_ss.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,25721252,
oro_data_ss.tile1.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,3049892,
slope_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6229758,
snowfree_albedo.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,103694204,
soil_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6229688,
substrate_temperature.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6229803,
vegetation_greenness.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,29039343,
vegetation_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6229694,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,4628354,
oro_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,10388354,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,4940674,
oro_data.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,10388354,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,3049936,
oro_data_ls.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6222544,
oro_data_ls.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6222544,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,3049892,
oro_data_ss.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6222500,
oro_data_ss.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,6222500,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,29086607,
sfc_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,65375567,
sfc_data.tile7.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,29086607,
sfc_data.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,65375567,
C96_grid.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,12958876,
C96_grid.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,13613020,
C96_grid.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,13834652,
C96_grid.tile7.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,13613020,
C96_mosaic.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,17521,
C96_oro_data.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,4628354,
C96_oro_data.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,4861634,
C96_oro_data.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,4940674,
C96_oro_data_ls.tile7.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,3049936,
C96_oro_data_ss.tile7.nc,FV3_hafs_input_data,96,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,3049892,
gfs_bndy.tile7.000.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,50429381,
gfs_bndy.tile7.003.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,50429791,
gfs_bndy.tile7.006.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,50429791,
gfs_ctrl.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,7545,
gfs_data.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,226761823,
gfs_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,509992543,
gfs_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,509992543,
grid.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,29106076,
grid.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,29106076,
grid.tile7.halo0.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,12958876,
grid.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,13834652,
grid_spec.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,17521,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,4628354,
oro_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,10388354,
oro_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,10388354,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,4940674,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,3049936,
oro_data_ls.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222544,
oro_data_ls.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222464,
oro_data_ls.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222544,
oro_data_ls.tile9.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222464,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,3049892,
oro_data_ss.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222500,
oro_data_ss.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222500,
oro_data_ss.tile8.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222500,
oro_data_ss.tile9.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,6222500,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,29086607,
sfc_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,65375567,
sfc_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,65375567,
wind.natl_6m_2020082512,FV3_hafs_input_data,,,,,.natl_6m_2020082512,,WW3_hafs_regional_input_data,input-data-20221101,136686728,
global_mxsnoalb.uariz.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,2582138,
global_snoclim.1.875.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,438768,
global_snowfree_albedo.bosu.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,123942624,
global_soilmgldas.t1534.3072.1536.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,112208352,
global_soiltype.statsgo.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,1386804,
global_vegtype.igbp.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,1586026,
seaice_newland.grb,FV3_hafs_input_data,,,,,.grb,,,input-data-20221101,32484,
DETAMPNEW_DATA.expanded_rain_LE,FV3_input_data,,,,,.expanded_rain_LE,,,input-data-20221101,86408,
GENPARM.TBL,FV3_input_data,,,,,.TBL,,,input-data-20221101,245,
C96_grid.tile1.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
C96_grid.tile2.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
C96_grid.tile3.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
C96_grid.tile4.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
C96_grid.tile5.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
C96_grid.tile6.nc,FV3_input_data,96,,,,.nc,,INPUT,input-data-20221101,2094935,
fv3_increment.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,528489100,
gfs_ctrl.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,7252,
gfs_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
gfs_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
gfs_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
gfs_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
gfs_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
gfs_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21755908,
grid_spec.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,21966,
oro_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
oro_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
oro_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
oro_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
oro_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
oro_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,753517,
sfc_ctrl.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,12267,
sfc_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
sfc_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
sfc_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
sfc_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
sfc_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
sfc_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT,input-data-20221101,1682634,
C96_grid.tile1.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_grid.tile2.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_grid.tile3.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_grid.tile4.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_grid.tile5.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_grid.tile6.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,2094971,
C96_mosaic.nc,FV3_input_data,96,,,,.nc,,INPUT_L127,input-data-20221101,22010,
gfs_ctrl.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
gfs_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
gfs_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
gfs_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
gfs_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
gfs_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,138283253,
grid_spec.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,21966,
oro_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,753517,
oro_data_ls.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ls.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ls.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ls.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ls.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ls.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
oro_data_ss.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,369108,
sfc_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
sfc_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
sfc_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
sfc_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
sfc_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
sfc_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127,input-data-20221101,4699919,
C96_grid.tile1.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_grid.tile2.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_grid.tile3.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_grid.tile4.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_grid.tile5.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_grid.tile6.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,2094971,
C96_mosaic.nc,FV3_input_data,96,,,,.nc,,INPUT_L127_atm,input-data-20221101,22010,
gfs_ctrl.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
gfs_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
gfs_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
gfs_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
gfs_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
gfs_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,138283253,
grid_spec.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,21966,
oro_data_ls.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ls.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ls.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ls.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ls.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ls.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
oro_data_ss.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,369108,
sfc_data.tile1.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
sfc_data.tile2.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
sfc_data.tile3.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
sfc_data.tile4.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
sfc_data.tile5.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
sfc_data.tile6.nc,FV3_input_data,,,,,.nc,,INPUT_L127_atm,input-data-20221101,4699919,
fv_increment3.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,112382078,
fv_increment6.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,112382078,
fv_increment9.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,112382078,
gfs_ctrl.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,8553,
gfs_data.tile1.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
gfs_data.tile2.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
gfs_data.tile3.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
gfs_data.tile4.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
gfs_data.tile5.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
gfs_data.tile6.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,170405705,
sfc_data.tile1.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
sfc_data.tile2.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
sfc_data.tile3.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
sfc_data.tile4.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
sfc_data.tile5.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
sfc_data.tile6.nc,FV3_input_data,,,100,,.nc,,INPUT_L127_mx100,input-data-20221101,4820343,
oro_data.tile1.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
oro_data.tile2.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
oro_data.tile3.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
oro_data.tile4.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
oro_data.tile5.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
oro_data.tile6.nc,FV3_input_data,,,,,.nc,,ORO_FLAKE,input-data-20221101,829786,
SOILPARM.TBL,FV3_input_data,,,,,.TBL,,,input-data-20221101,2184,
VEGPARM.TBL,FV3_input_data,,,,,.TBL,,,input-data-20221101,2364,
global_mxsnoalb.uariz.t126.384.190.rg.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,39994,
global_slmask.t1534.3072.1536.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,2359380,
global_snowfree_albedo.bosu.t126.384.190.rg.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,1919712,
global_soilmgldas.statsgo.t1534.3072.1536.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,111393120,
global_soilmgldas.t126.384.190.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,1743072,
global_soiltype.statsgo.t126.384.190.rg.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,21524,
global_vegtype.igbp.t126.384.190.rg.grb,FV3_input_data,,,,,.grb,,,input-data-20221101,24602,
ugwp_c384_tau.nc,FV3_input_data,,,,,.nc,,,input-data-20221101,4868,
C192_grid.tile1.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
C192_grid.tile2.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
C192_grid.tile3.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
C192_grid.tile4.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
C192_grid.tile5.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
C192_grid.tile6.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,8303448,
gfs_ctrl.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,7252,
gfs_data.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,113848989,
gfs_data.tile1.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
gfs_data.tile2.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
gfs_data.tile3.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
gfs_data.tile4.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
gfs_data.tile5.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
gfs_data.tile6.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,86773711,
grid_spec.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,21974,
oro_data.tile1.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
oro_data.tile2.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
oro_data.tile3.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
oro_data.tile4.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
oro_data.tile5.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
oro_data.tile6.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,2966125,
sfc_ctrl.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,12267,
sfc_data.tile1.nc,FV3_input_data192,192,,,,.nc,,INPUT,input-data-20221101,9325869,
